Area,N,P,K,ph,Avg Temp,Min Temp,Max Temp,Avg Humidity,Min Relative Humidity,Max Relative Humidity,Rainfall,Season_enc,District_enc,Crop_enc
-0.4072148294437771,-0.06486899824850585,0.9977440609599247,3.006405291698572,1.7644106414418634,0.657736954260516,0.3900909611658117,0.6769192010412046,-2.39616242022715,-2.4444133115512146,-2.1628297376694756,0.09591251384617754,0.3435015628961006,1.4536345094663607,-0.5320770290594616
0.559972812912576,1.3401798881747868,-0.03160029017585967,0.5838249201529476,0.5084778837813035,1.1860027314218462,0.3900909611658117,1.5410118283907968,0.3693629812533317,-0.017027492740004264,0.693393363234521,-0.1503780080975795,-0.9223803815681629,0.7437133125028453,0.03837777324471617
-0.141738443256896,-0.7290672580534088,-1.5035676303332421,0.013520500104641169,-1.0357017362931566,0.1294711770991859,0.3900909611658117,-0.18717342630838757,0.023672306068271524,-0.017027492740004264,0.05867711858918846,-0.16777533628385283,-0.9223803815681629,1.344415863779666,-0.38946332848341714
-0.3835670865102705,0.29418682524624834,0.5679079582878386,1.1935652841407642,0.5290669453822959,0.1294711770991859,0.3900909611658117,-0.18717342630838757,0.023672306068271524,-0.017027492740004264,0.05867711858918846,3.019479007310326,-0.9223803815681629,-1.1130036641709642,-0.24684962790737272
-0.34246731618702886,1.3948267908312917,0.003809548945868154,0.5765444381948839,-0.10919396424848206,0.340777487963718,-0.958973951067646,1.5410118283907968,0.19651764366080163,0.32974190994731145,0.05867711858918846,-0.4463155035327346,-0.9223803815681629,0.361448052599414,-1.5303729330917728
-0.17657029078527697,-0.7814794379013897,1.0235663672433566,-0.6349469119489183,-1.4944653551964076,0.1711666300249099,0.3834777640587562,-0.12167065357808417,0.25923447467855215,0.35783593221626125,-0.015636844494336433,-0.40046458086741715,0.3435015628961006,0.361448052599414,-1.2451455319396838
0.1889630267781247,2.140812025752977,1.6970883836140502,1.1941719909706028,-1.0357017362931566,0.1294711770991859,-0.4530746089800994,0.6769192010412046,0.7150536564383919,0.32974190994731145,1.0107514855571873,0.41077401770309707,1.6093835073603642,0.6344946668161506,-1.3877592325157282
-0.3801935875620447,0.29418682524624834,0.5679079582878386,1.1935652841407642,0.5290669453822959,0.1294711770991859,0.3900909611658117,-0.18717342630838757,0.023672306068271524,-0.017027492740004264,0.05867711858918846,-0.659563953928201,-0.9223803815681629,1.344415863779666,-0.24684962790737272
3.3343336857636263,1.3948267908312917,0.003809548945868154,0.5765444381948839,-0.10919396424848206,0.340777487963718,-0.958973951067646,1.5410118283907968,0.19651764366080163,0.32974190994731145,0.05867711858918846,0.09011411581536453,-0.9223803815681629,-0.4576917900507961,-1.5303729330917728
1.7822676555946315,1.316707393074006,0.04610463456348754,-0.6417228761210725,-0.47979707306635194,-0.8214072217912083,-0.6217077230092816,-0.7056290027181429,-0.6677090443018489,-0.7105662981146358,-0.576039126056144,0.303901484790022,1.6093835073603642,-1.0583943413276167,0.6088325755488939
-0.35387191123961953,0.21620825556865447,0.579865337676358,1.1091592509114792,0.5196945594063361,0.19393170325133047,0.37750604837865537,-0.2806987881891093,-0.005964728943822322,0.0019252458005045818,0.0035618610113158,-1.0622697650177013,-0.9223803815681629,1.180587895249624,-0.24684962790737272
-0.3718402670812049,-0.7741784595752217,0.985448977931547,-0.6259484985452681,-1.509250153115992,0.1294711770991859,0.3900909611658117,-0.18717342630838757,0.19651764366080163,0.32974190994731145,0.05867711858918846,-0.7520712577048253,0.3435015628961006,-1.7137062154477847,-1.2451455319396838
-0.19374908204770158,1.316707393074006,0.04610463456348754,-0.6417228761210725,-0.47979707306635194,0.55208379882825,0.3900909611658117,0.5041006755712861,0.19651764366080163,0.32974190994731145,0.05867711858918846,-0.7551668645022128,-0.9223803815681629,0.9621506038762346,0.4662188749728495
0.6367278387017249,1.3948267908312917,0.003809548945868154,0.5765444381948839,-0.10919396424848206,-1.4024995766686714,-0.36875805196550826,-1.915358681007572,-1.013399719486909,-1.4041051034892673,-0.576039126056144,-0.3610855660576372,1.6093835073603642,0.0884014383826773,1.607128479581205
-0.412528532851625,0.18231244139816352,0.5734186813971042,1.1069054928596944,0.5399260629251627,1.2464298583035849,1.2333816014481824,0.7107620793805675,0.7503860124451226,0.5652865459231045,0.743789020563252,-0.8652110033110987,-0.9223803815681629,0.14301076122602463,1.4645147790051605
-0.40112140702415794,-0.7488721757946925,0.024957091754677845,-0.615027775608173,0.7143684997912308,-0.39879460006214423,-0.4530746089800994,-0.18717342630838757,0.887898994030922,0.6765113126346272,1.0107514855571873,0.1780732485158639,0.3435015628961006,0.85293195818954,1.1792873778530717
0.6963653009291445,1.3948267908312917,0.003809548945868154,0.5765444381948839,-0.10919396424848206,0.340777487963718,-0.958973951067646,1.5410118283907968,0.19651764366080163,0.32974190994731145,0.05867711858918846,-0.028307048379033844,-0.9223803815681629,-0.6761290814241854,-1.5303729330917728
-0.3922821465732033,-0.06743630240015375,0.9820063546836009,-0.6750917517621968,1.3320403478210145,0.657736954260516,0.3900909611658117,0.6769192010412046,-2.39616242022715,-2.4444133115512146,-2.1628297376694756,0.8888807902733546,0.3435015628961006,-1.60448756976109,1.0366736772770273
