District,Season,Crop Name,Area,N,P,K,ph,Avg Temp,Min Temp,Max Temp,Avg Humidity,Min Relative Humidity,Max Relative Humidity,Rainfall,Production,Season_enc,District_enc,Crop_enc,Production_log
Bandarban,Kharif 1,Jack Fruit,300,50.55181818181818,53.36272727272726,48.14909090909091,6.47,34.5,22.0,47,82.5,95,70,243.94444444444449,3759,0,1,31,8.23217423638394
Barguna,Kharif 1,Jack Fruit,600,50.55181818181818,53.36272727272726,48.14909090909091,6.47,34.5,22.0,47,82.5,95,70,207.8076923076923,2367,0,2,31,7.769800996003896
Barishal,Kharif 1,Jack Fruit,500,50.55181818181818,53.36272727272726,48.14909090909091,6.47,34.5,22.0,47,82.5,95,70,175.42564102564103,8601,0,3,31,9.059750013343681
Chandpur,Kharif 1,Jack Fruit,480,50.55181818181818,53.36272727272726,48.14909090909091,6.47,34.5,22.0,47,82.5,95,70,168.796875,10822,0,7,31,9.289428778295147
Chapai Nawabganj,Kharif 1,Jack Fruit,170,50.55181818181818,53.36272727272726,48.14909090909091,6.47,34.5,22.0,47,82.5,95,70,124.92,2973,0,8,31,7.9976631270201
Chuadanga,Kharif 1,Jack Fruit,70,50.55181818181818,53.36272727272726,48.14909090909091,6.47,34.5,22.0,47,82.5,95,70,129.44444444444446,5560,0,10,31,8.623533227187563
CoxsBazar,Kharif 1,Jack Fruit,240,50.55181818181818,53.36272727272726,48.14909090909091,6.47,34.5,22.0,47,82.5,95,70,303.40277777777777,7397,0,11,31,8.908964972392399
Dhaka,Kharif 1,Jack Fruit,213,50.55181818181818,53.36272727272726,48.14909090909091,6.47,34.5,22.0,47,82.5,95,70,169.94262295081967,3552,0,13,31,8.175547596021026
Faridpur,Kharif 1,Jack Fruit,663,50.55181818181818,53.36272727272726,48.14909090909091,6.47,34.5,22.0,47,82.5,95,70,155.864898989899,12995,0,15,31,9.472396896788991
Feni,Kharif 1,Jack Fruit,100,50.55181818181818,53.36272727272726,48.14909090909091,6.47,34.5,22.0,47,82.5,95,70,248.1727642276423,2361,0,16,31,7.767263996757308
Gaibandha,Kharif 1,Jack Fruit,643,50.55181818181818,53.36272727272726,48.14909090909091,6.47,34.5,22.0,47,82.5,95,70,179.6013888888889,11811,0,17,31,9.376871242863814
Gopalganj,Kharif 1,Jack Fruit,184,50.55181818181818,53.36272727272726,48.14909090909091,6.47,34.5,22.0,47,82.5,95,70,155.864898989899,2276,0,19,31,7.7306140660637395
Jashore,Kharif 1,Jack Fruit,100,50.55181818181818,53.36272727272726,48.14909090909091,6.47,34.5,22.0,47,82.5,95,70,134.2247474747475,11311,0,22,31,9.333619388136354
Jhallokati,Kharif 1,Jack Fruit,700,50.55181818181818,53.36272727272726,48.14909090909091,6.47,34.5,22.0,47,82.5,95,70,175.42564102564103,2499,0,23,31,7.824046010856292
Jhenaidah,Kharif 1,Jack Fruit,600,50.55181818181818,53.36272727272726,48.14909090909091,6.47,34.5,22.0,47,82.5,95,70,134.2247474747475,12934,0,24,31,9.46769209462013
Joypurhat,Kharif 1,Jack Fruit,95,50.55181818181818,53.36272727272726,48.14909090909091,6.47,34.5,22.0,47,82.5,95,70,142.85416666666666,2800,0,25,31,7.937731775260109
Khulna,Kharif 1,Jack Fruit,202,50.55181818181818,53.36272727272726,48.14909090909091,6.47,34.5,22.0,47,82.5,95,70,144.96843434343435,4180,0,27,31,8.338305731356565
Kurigram,Kharif 1,Jack Fruit,737,50.55181818181818,53.36272727272726,48.14909090909091,6.47,34.5,22.0,47,82.5,95,70,179.6013888888889,9781,0,29,31,9.188299241099303
Lakshmipur,Kharif 1,Jack Fruit,154,50.55181818181818,53.36272727272726,48.14909090909091,6.47,34.5,22.0,47,82.5,95,70,185.75631313131316,1484,0,31,31,7.3031700512368
Lalmonirhat,Kharif 1,Jack Fruit,380,50.55181818181818,53.36272727272726,48.14909090909091,6.47,34.5,22.0,47,82.5,95,70,179.6013888888889,7173,0,32,31,8.878218658092228
Madaripur,Kharif 1,Jack Fruit,190,50.55181818181818,53.36272727272726,48.14909090909091,6.47,34.5,22.0,47,82.5,95,70,160.41666666666666,2034,0,33,31,7.618251097876695
Magura,Kharif 1,Jack Fruit,300,50.55181818181818,53.36272727272726,48.14909090909091,6.47,34.5,22.0,47,82.5,95,70,134.2247474747475,1686,0,34,31,7.430707082545968
Manikganj,Kharif 1,Jack Fruit,850,50.55181818181818,53.36272727272726,48.14909090909091,6.47,34.5,22.0,47,82.5,95,70,169.94262295081967,5849,0,35,31,8.674196940225903
Meherpur,Kharif 1,Jack Fruit,116,50.55181818181818,53.36272727272726,48.14909090909091,6.47,34.5,22.0,47,82.5,95,70,129.44444444444446,9716,0,36,31,9.181632207839439
Moulvibazar,Kharif 1,Jack Fruit,1366,50.55181818181818,53.36272727272726,48.14909090909091,6.47,34.5,22.0,47,82.5,95,70,333.72557471264366,8387,0,37,31,9.03455739202181
Munshiganj,Kharif 1,Jack Fruit,58,50.55181818181818,53.36272727272726,48.14909090909091,6.47,34.5,22.0,47,82.5,95,70,169.94262295081967,781,0,38,31,6.661854740545311
Naogaon,Kharif 1,Jack Fruit,170,50.55181818181818,53.36272727272726,48.14909090909091,6.47,34.5,22.0,47,82.5,95,70,124.92,6235,0,40,31,8.738094230177667
Narail,Kharif 1,Jack Fruit,815,50.55181818181818,53.36272727272726,48.14909090909091,6.47,34.5,22.0,47,82.5,95,70,134.2247474747475,7830,0,41,31,8.965845494750937
Narayanganj,Kharif 1,Jack Fruit,30,50.55181818181818,53.36272727272726,48.14909090909091,6.47,34.5,22.0,47,82.5,95,70,169.94262295081967,2010,0,42,31,7.606387389772652
Noakhali,Kharif 1,Jack Fruit,147,50.55181818181818,53.36272727272726,48.14909090909091,6.47,34.5,22.0,47,82.5,95,70,185.75631313131316,1505,0,47,31,7.317212408359839
Pirojpur,Kharif 1,Jack Fruit,800,50.55181818181818,53.36272727272726,48.14909090909091,6.47,34.5,22.0,47,82.5,95,70,175.42564102564103,6790,0,51,31,8.823353485113792
Rajshahi,Kharif 1,Jack Fruit,400,50.55181818181818,53.36272727272726,48.14909090909091,6.47,34.5,22.0,47,82.5,95,70,124.92,10387,0,53,31,9.248406572782638
Satkhira,Kharif 1,Jack Fruit,250,50.55181818181818,53.36272727272726,48.14909090909091,6.47,34.5,22.0,47,82.5,95,70,140.35353535353536,5835,0,56,31,8.671800909642677
Shariatpur,Kharif 1,Jack Fruit,167,50.55181818181818,53.36272727272726,48.14909090909091,6.47,34.5,22.0,47,82.5,95,70,155.864898989899,1269,0,57,31,7.146772179452637
Sherpur,Kharif 1,Jack Fruit,80,50.55181818181818,53.36272727272726,48.14909090909091,6.47,34.5,22.0,47,82.5,95,70,181.08838383838383,12164,0,58,31,9.406318255217624
Sunamganj,Kharif 1,Jack Fruit,400,50.55181818181818,53.36272727272726,48.14909090909091,6.47,34.5,22.0,47,82.5,95,70,333.72557471264366,5332,0,60,31,8.581669210600602
Sylhet,Kharif 1,Jack Fruit,450,50.55181818181818,53.36272727272726,48.14909090909091,6.47,34.5,22.0,47,82.5,95,70,333.72557471264366,7153,0,61,31,8.875426919818963
Thakurgaon,Kharif 1,Jack Fruit,986,50.55181818181818,53.36272727272726,48.14909090909091,6.47,34.5,22.0,47,82.5,95,70,154.21843434343435,9187,0,63,31,9.125653563808989
Bagerhat,Kharif 1,Jambura,84,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,144.96843434343435,723,0,0,32,6.584791392385716
Bandarban,Kharif 1,Jambura,989,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,243.94444444444449,860,0,1,32,6.7580945044277305
Barguna,Kharif 1,Jambura,373,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,207.8076923076923,258,0,2,32,5.556828061699537
Barishal,Kharif 1,Jambura,405,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,175.42564102564103,1383,0,3,32,7.232733136177615
Bhola,Kharif 1,Jambura,273,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,185.23090277777777,432,0,4,32,6.07073772800249
Bogura,Kharif 1,Jambura,190,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,142.85416666666666,1829,0,5,32,7.512071245835466
Brahmanbaria,Kharif 1,Jambura,178,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,185.75631313131316,1187,0,6,32,7.080026499922591
Chandpur,Kharif 1,Jambura,22,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,168.796875,438,0,7,32,6.0844994130751715
Chapai Nawabganj,Kharif 1,Jambura,109,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,124.92,398,0,8,32,5.988961416889864
Chattogram,Kharif 1,Jambura,556,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,243.94444444444449,5774,0,9,32,8.661293535389994
Chuadanga,Kharif 1,Jambura,51,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,129.44444444444446,201,0,10,32,5.308267697401205
CoxsBazar,Kharif 1,Jambura,157,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,303.40277777777777,2298,0,11,32,7.740229524763182
Cumilla,Kharif 1,Jambura,316,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,185.75631313131316,2115,0,12,32,7.65728279297819
Dhaka,Kharif 1,Jambura,70,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,169.94262295081967,1215,0,13,32,7.103322062526113
Dinajpur,Kharif 1,Jambura,141,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,154.21843434343435,1150,0,14,32,7.048386408721883
Faridpur,Kharif 1,Jambura,100,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,155.864898989899,640,0,15,32,6.46302945692067
Feni,Kharif 1,Jambura,59,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,248.1727642276423,157,0,16,32,5.062595033026967
Gaibandha,Kharif 1,Jambura,64,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,179.6013888888889,453,0,17,32,6.118097198041348
Gazipur,Kharif 1,Jambura,191,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,169.94262295081967,847,0,18,32,6.742880635791903
Gopalganj,Kharif 1,Jambura,64,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,155.864898989899,689,0,19,32,6.536691597591305
Habiganj,Kharif 1,Jambura,375,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,333.72557471264366,1424,0,20,32,7.261927092702751
Jamalpur,Kharif 1,Jambura,189,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,181.08838383838383,1181,0,21,32,7.074963197966044
Jashore,Kharif 1,Jambura,392,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,134.2247474747475,2320,0,22,32,7.749753406274437
Jhallokati,Kharif 1,Jambura,336,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,175.42564102564103,1487,0,23,32,7.305188215393037
Jhenaidah,Kharif 1,Jambura,114,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,134.2247474747475,1444,0,24,32,7.275864600546533
Joypurhat,Kharif 1,Jambura,25,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,142.85416666666666,219,0,25,32,5.393627546352362
Khagrachari,Kharif 1,Jambura,494,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,204.11111111111111,1038,0,26,32,6.946013991099227
Khulna,Kharif 1,Jambura,221,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,144.96843434343435,1355,0,27,32,7.212294468500341
Kishoreganj,Kharif 1,Jambura,150,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,181.08838383838383,1615,0,28,32,7.38770923908104
Kurigram,Kharif 1,Jambura,48,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,179.6013888888889,411,0,29,32,6.021023349349527
Kushtia,Kharif 1,Jambura,91,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,129.44444444444446,1745,0,30,32,7.465082736399547
Lakshmipur,Kharif 1,Jambura,476,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,185.75631313131316,552,0,31,32,6.315358001522335
Lalmonirhat,Kharif 1,Jambura,180,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,179.6013888888889,642,0,32,32,6.466144724237619
Madaripur,Kharif 1,Jambura,63,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,160.41666666666666,479,0,33,32,6.173786103901937
Magura,Kharif 1,Jambura,136,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,134.2247474747475,1615,0,34,32,7.38770923908104
Manikganj,Kharif 1,Jambura,106,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,169.94262295081967,709,0,35,32,6.565264970035361
Meherpur,Kharif 1,Jambura,117,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,129.44444444444446,703,0,36,32,6.556778356158042
Moulvibazar,Kharif 1,Jambura,285,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,333.72557471264366,3774,0,37,32,8.236155661683124
Munshiganj,Kharif 1,Jambura,25,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,169.94262295081967,158,0,38,32,5.0689042022202315
Mymensingh,Kharif 1,Jambura,1257,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,181.08838383838383,3998,0,39,32,8.293799608846818
Naogaon,Kharif 1,Jambura,182,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,124.92,637,0,40,32,6.45833828334479
Narail,Kharif 1,Jambura,227,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,134.2247474747475,1316,0,41,32,7.183111701743281
Narayanganj,Kharif 1,Jambura,14,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,169.94262295081967,140,0,42,32,4.948759890378168
Narsingdi,Kharif 1,Jambura,80,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,169.94262295081967,891,0,43,32,6.79346613258001
Natore,Kharif 1,Jambura,229,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,124.92,3424,0,44,32,8.138856750696325
Netrokona,Kharif 1,Jambura,242,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,181.08838383838383,1495,0,45,32,7.310550158534422
Nilphamari,Kharif 1,Jambura,88,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,179.6013888888889,1496,0,46,32,7.311218384419629
Noakhali,Kharif 1,Jambura,45,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,185.75631313131316,293,0,47,32,5.683579767338681
Pabna,Kharif 1,Jambura,66,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,124.92,606,0,48,32,6.408528791059498
Panchagar,Kharif 1,Jambura,185,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,154.21843434343435,1580,0,49,32,7.365812837209472
Patuakhali,Kharif 1,Jambura,219,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,207.8076923076923,224,0,50,32,5.41610040220442
Pirojpur,Kharif 1,Jambura,251,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,175.42564102564103,840,0,51,32,6.734591659972948
Rajbari,Kharif 1,Jambura,373,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,155.864898989899,1323,0,52,32,7.188412736496954
Rajshahi,Kharif 1,Jambura,256,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,124.92,1352,0,53,32,7.210079628170788
Rangamati,Kharif 1,Jambura,380,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,204.11111111111111,2811,0,54,32,7.941651252930556
Rangpur,Kharif 1,Jambura,114,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,179.6013888888889,1301,0,55,32,7.171656822768514
Satkhira,Kharif 1,Jambura,189,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,140.35353535353536,813,0,56,32,6.70196036600254
Shariatpur,Kharif 1,Jambura,292,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,155.864898989899,1059,0,57,32,6.966024187106113
Sherpur,Kharif 1,Jambura,115,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,181.08838383838383,539,0,58,32,6.29156913955832
Sirajganj,Kharif 1,Jambura,42,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,142.85416666666666,648,0,59,32,6.47543271670409
Sunamganj,Kharif 1,Jambura,107,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,333.72557471264366,3118,0,60,32,8.045267716607803
Sylhet,Kharif 1,Jambura,516,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,333.72557471264366,422,0,61,32,6.0473721790462776
Tangail,Kharif 1,Jambura,155,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,153.4104938271605,1901,0,62,32,7.550661243105336
Thakurgaon,Kharif 1,Jambura,105,50.55181818181818,53.36272727272726,48.14909090909091,6.47,27.5,25.0,30,80.0,90,70,154.21843434343435,503,0,63,32,6.222576268071369
Bagerhat,Kharif 2,Jamrul,63,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,144.96843434343435,302,1,0,33,5.713732805509369
Barguna,Kharif 2,Jamrul,268,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,207.8076923076923,320,1,2,33,5.771441123130016
Barishal,Kharif 2,Jamrul,841,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,175.42564102564103,941,1,3,33,6.848005274576363
Bhola,Kharif 2,Jamrul,138,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,185.23090277777777,201,1,4,33,5.308267697401205
Bogura,Kharif 2,Jamrul,6,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,142.85416666666666,40,1,5,33,3.713572066704308
Brahmanbaria,Kharif 2,Jamrul,10,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,185.75631313131316,26,1,6,33,3.295836866004329
Chandpur,Kharif 2,Jamrul,23,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,168.796875,163,1,7,33,5.099866427824199
Chapai Nawabganj,Kharif 2,Jamrul,8,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,124.92,3,1,8,33,1.3862943611198906
Chattogram,Kharif 2,Jamrul,1198,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,243.94444444444449,230,1,9,33,5.442417710521793
Chuadanga,Kharif 2,Jamrul,11,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,129.44444444444446,39,1,10,33,3.6888794541139363
CoxsBazar,Kharif 2,Jamrul,628,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,303.40277777777777,596,1,11,33,6.391917113392602
Cumilla,Kharif 2,Jamrul,99,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,185.75631313131316,296,1,12,33,5.6937321388027
Dhaka,Kharif 2,Jamrul,23,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,169.94262295081967,120,1,13,33,4.795790545596741
Dinajpur,Kharif 2,Jamrul,0,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,154.21843434343435,11,1,14,33,2.4849066497880004
Faridpur,Kharif 2,Jamrul,71,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,155.864898989899,348,1,15,33,5.855071922202427
Feni,Kharif 2,Jamrul,18,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,248.1727642276423,72,1,16,33,4.290459441148391
Gazipur,Kharif 2,Jamrul,19,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,169.94262295081967,69,1,18,33,4.248495242049359
Gopalganj,Kharif 2,Jamrul,23,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,155.864898989899,588,1,19,33,6.3784261836515865
Jamalpur,Kharif 2,Jamrul,4,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,181.08838383838383,11,1,21,33,2.4849066497880004
Jashore,Kharif 2,Jamrul,188,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,134.2247474747475,848,1,22,33,6.744059186311348
Jhallokati,Kharif 2,Jamrul,220,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,175.42564102564103,243,1,23,33,5.497168225293202
Jhenaidah,Kharif 2,Jamrul,47,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,134.2247474747475,731,1,24,33,6.595780513961311
Joypurhat,Kharif 2,Jamrul,24,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,142.85416666666666,32,1,25,33,3.4965075614664802
Khagrachari,Kharif 2,Jamrul,23,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,204.11111111111111,26,1,26,33,3.295836866004329
Khulna,Kharif 2,Jamrul,912,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,144.96843434343435,579,1,27,33,6.363028103540465
Kishoreganj,Kharif 2,Jamrul,8,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,181.08838383838383,49,1,28,33,3.912023005428146
Kurigram,Kharif 2,Jamrul,3,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,179.6013888888889,17,1,29,33,2.8903717578961645
Kushtia,Kharif 2,Jamrul,26,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,129.44444444444446,371,1,30,33,5.918893854273146
Lakshmipur,Kharif 2,Jamrul,13,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,185.75631313131316,42,1,31,33,3.7612001156935624
Lalmonirhat,Kharif 2,Jamrul,4,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,179.6013888888889,7,1,32,33,2.0794415416798357
Madaripur,Kharif 2,Jamrul,23,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,160.41666666666666,190,1,33,33,5.25227342804663
Magura,Kharif 2,Jamrul,17,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,134.2247474747475,1075,1,34,33,6.98100574072173
Manikganj,Kharif 2,Jamrul,17,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,169.94262295081967,47,1,35,33,3.871201010907891
Meherpur,Kharif 2,Jamrul,65,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,129.44444444444446,30,1,36,33,3.4339872044851463
Moulvibazar,Kharif 2,Jamrul,277,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,333.72557471264366,28,1,37,33,3.367295829986474
Munshiganj,Kharif 2,Jamrul,6,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,169.94262295081967,27,1,38,33,3.332204510175204
Mymensingh,Kharif 2,Jamrul,1,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,181.08838383838383,6,1,39,33,1.9459101490553132
Naogaon,Kharif 2,Jamrul,4,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,124.92,47,1,40,33,3.871201010907891
Narail,Kharif 2,Jamrul,226,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,134.2247474747475,323,1,41,33,5.780743515792329
Narayanganj,Kharif 2,Jamrul,9,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,169.94262295081967,125,1,42,33,4.836281906951478
Narsingdi,Kharif 2,Jamrul,4,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,169.94262295081967,44,1,43,33,3.8066624897703196
Natore,Kharif 2,Jamrul,0,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,124.92,27,1,44,33,3.332204510175204
Netrokona,Kharif 2,Jamrul,4,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,181.08838383838383,10,1,45,33,2.3978952727983707
Nilphamari,Kharif 2,Jamrul,20,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,179.6013888888889,18,1,46,33,2.9444389791664403
Noakhali,Kharif 2,Jamrul,61,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,185.75631313131316,620,1,47,33,6.431331081933479
Pabna,Kharif 2,Jamrul,15,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,124.92,77,1,48,33,4.356708826689592
Panchagar,Kharif 2,Jamrul,6,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,154.21843434343435,135,1,49,33,4.912654885736052
Patuakhali,Kharif 2,Jamrul,263,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,207.8076923076923,650,1,50,33,6.478509642208569
Pirojpur,Kharif 2,Jamrul,73,50.55181818181818,53.36272727272726,48.14909090909091,6.47,30.0,25.0,35,80.0,90,70,175.42564102564103,212,1,51,33,5.3612921657094255
