N,P,K,ph,Avg Temp,Avg Humidity,Rainfall,Season_enc,District_enc
-1.1588363351628326,-0.6738619328757072,-0.11141611117956012,-1.4604884414314767,0.2479446979203482,-0.20826353780457915,0.014751574681555104,-1.197306977404436,-0.11960188299792351
0.6311119875704624,0.30382778226133234,-0.5022781295725364,-0.2502617211517904,0.2251029714645337,0.7206524423073034,0.14518510361201903,1.3598063190840457,-0.011098434233654064
1.340405730774596,1.9256827210003267,0.6788591821826913,-0.9260209019069409,0.1966588921832257,0.6670640345405107,3.2856261977748438,1.3598063190840457,1.6164532972303878
0.617464365324148,0.32990735861277115,-0.49944426228004773,-0.22858981886983287,-1.0173322902062605,0.463189226489538,-0.49150077610405907,0.08124967083980487,1.399446399701849
0.617464365324148,0.32990735861277115,-0.49944426228004773,-0.22858981886983287,0.2479446979203482,0.687006814587577,-0.3861313218883395,1.3598063190840457,-0.4993639536728666
0.617464365324148,0.32990735861277115,-0.49944426228004773,-0.22858981886983287,-1.228211788227362,-0.5216081611418338,-0.768993945991787,0.08124967083980487,-1.4216432681691569
-1.1166534272122837,0.3096053456616872,-0.48259012738525847,1.259954350058819,0.42531866545542796,0.8113480962255993,0.40824163708837163,1.3598063190840457,-0.2823570561443277
-1.1767679173813357,-1.18794489825357,-0.8854917399550147,1.7491029883426867,-1.3824738162641717,0.44651627801152394,0.055296139680421644,1.3598063190840457,0.42291536082342374
1.2355541724586445,-1.1452708118552324,0.6433534808218273,0.47249655376992106,0.7464837445145434,0.03133633629477032,-0.9295228957128986,0.08124967083980487,-0.39086050490859714
0.6174643653241475,0.32990735861277115,-0.49944426228004773,-0.22858981886983287,-1.0173322902062605,0.463189226489538,-0.03384871151264022,0.08124967083980487,1.2366912265554446
1.284385377155453,-1.154500285996719,0.6661723851027592,0.4130240470476894,0.5642639449520004,0.23937163839149891,0.04646623392526178,0.08124967083980487,1.4536981240839835
0.617464365324148,0.32990735861277115,-0.49944426228004773,-0.22858981886983287,-0.806452792185159,0.23937163839149891,0.014751574681555104,1.3598063190840457,0.8026774314983668
0.617464365324148,0.32990735861277115,-0.49944426228004773,-0.22858981886983287,-0.5955732941640576,-0.20826353780457915,0.04646623392526178,0.08124967083980487,-0.5536156780550013
-1.1000265875821404,-1.157805264849221,-0.08575186031704028,-0.9215327940607558,-0.7010130431746083,0.015554050293459876,-0.4899055483382502,-1.197306977404436,0.8569291558805016
-1.1450864102735159,-1.1551925823338827,-0.0829528452767206,-0.9089416256672016,0.3045762358943668,-0.1696813273169317,3.284540326032884,-1.197306977404436,1.562201572848253
1.284385377155453,-1.154500285996719,0.6661723851027592,0.4130240470476894,-1.1927493675448408,-1.38575716333081,-0.6336134309265413,1.3598063190840457,1.128187777791175
0.617464365324148,0.32990735861277115,-0.49944426228004773,-0.22858981886983287,-0.9861234502710374,-1.3976273990281076,-0.5307316717374823,1.3598063190840457,0.09740501453061538
1.284385377155453,-1.154500285996719,0.6661723851027592,0.4130240470476894,0.5642639449520004,0.687006814587577,-0.67608721317335,0.08124967083980487,1.399446399701849
0.617464365324148,0.32990735861277115,-0.49944426228004773,-0.22858981886983287,-0.806452792185159,0.23937163839149891,1.2409711510524708,1.3598063190840457,1.562201572848253
-0.22989938654009967,0.8710414834892062,0.63639092793288,1.0065122247762375,1.3111572651707557,0.7206105712659204,-0.2130181964636967,-1.197306977404436,-0.7163708512014055
1.284385377155453,-1.154500285996719,0.6661723851027592,0.4130240470476894,-0.806452792185159,-1.1035338901967353,-0.6801843325963646,1.3598063190840457,-0.7706225755835402
-1.1118246404272505,-1.1520834832276932,-0.10312971618448692,-0.9034754473598385,-0.8694966907363857,-1.1487269467887256,3.3328648474342524,1.3598063190840457,0.3144119120591543
-1.1588363351628326,-0.6738619328757072,-0.11141611117956012,-1.4604884414314767,2.4798334337224563,1.136017089343644,-0.7403090569263543,-1.197306977404436,-1.1503846462584832
-0.5424116510971478,1.2434979414115515,1.8038264905010297,2.568846636530564,0.7751434429731018,-3.3417097711771255,-0.5266166083650707,0.08124967083980487,1.724956745994657
-0.2411247359313191,0.7988609439488359,0.6127609535476376,1.009017553016529,0.24939213751721687,-0.16748394431863395,0.04229794915183988,-1.197306977404436,0.8026774314983668
-0.5775973480788783,1.2421747691969978,1.7983009941992691,2.60583552356809,0.7767113870756881,-3.3896382829503313,-1.1745345248306724,0.08124967083980487,0.9111808802626363
-0.24217116355751309,0.8985347066735502,0.6716294489126009,1.019092568224283,0.527007760445718,0.23643172172438115,-0.7265236789249244,0.08124967083980487,-1.6929018900798305
-1.1230016617475267,-0.6422432463721279,-0.15201095991059277,-1.4571701402436452,-0.7682989897699559,-1.1094935497261922,-1.1572299964278765,1.3598063190840457,0.47716708520555845
-0.24759395963466843,0.8576386396815061,0.6005555911402829,1.074271276737262,1.279014458065305,0.6953387921597801,-1.1762649536913719,-1.197306977404436,-1.2588880950227528
0.617464365324148,0.32990735861277115,-0.49944426228004773,-0.22858981886983287,-1.745036591557961,1.121211850569503,0.7358689032063012,0.08124967083980487,1.2366912265554446
-1.1000265875821404,-1.157805264849221,-0.08575186031704028,-0.9215327940607558,0.2479446979203482,-0.20826353780457915,1.8371776265795479,-1.197306977404436,-0.607867402437136
-1.1000265875821404,-1.157805264849221,-0.08575186031704028,-0.9215327940607558,1.3023421880258554,0.23937163839149891,-0.6313254998589742,0.08124967083980487,-0.8791260243478097
-0.22826671802461743,0.8458169490520692,0.6321790262703111,1.0121599231075782,1.303886404756392,0.7076785616509378,-0.18406920453423095,-1.197306977404436,0.5856705339698279
0.6097132005509501,0.32202898252686185,-0.5241919664821632,-0.23299081890820897,-0.7999096337473814,0.6924820877273018,1.3279033375234424,1.3598063190840457,-1.204636370640618
-1.1739236526049999,-1.1757465786199464,-0.8740657151687712,1.7475808881561345,0.7751434429731018,0.687006814587577,-1.1514942260676275,-1.197306977404436,0.9111808802626363
0.6174643653241475,0.32990735861277115,-0.49944426228004773,-0.22858981886983287,0.7751434429731018,1.582277166979733,2.435713685678816,-1.197306977404436,-1.638650165697696
-1.1450459522159513,1.2554518888458106,-0.5266920487160038,-1.445051600425593,0.8669978587344975,-3.3192067261149356,0.15350724079610706,0.08124967083980487,0.8569291558805016
